t1.id|t1.name|t2.id|t2.firstName|t2.lastName|t2.birthday|t2.locationIP|t2.browserUsed|t2.gender|t2.creationDate
262|Talcher|13194139534511|Amit|Kumar|1987-02-05|27.57.52.235|Internet Explorer|male|2011-01-13T09:41:31.755+00:00
262|Talcher|28587302326511|Arjun|Kumar|1982-08-23|27.107.46.245|Firefox|female|2012-03-10T10:40:51.939+00:00
263|Warangal|26388279076889|Priyanka|Khan|1989-11-26|27.121.103.42|Chrome|female|2012-02-15T04:24:29.381+00:00
263|Warangal|28587302322882|Karan|Reddy|1988-01-05|27.123.102.124|Internet Explorer|female|2012-05-07T00:15:57.169+00:00
263|Warangal|10995116281181|V.|Kumar|1985-08-19|1.6.226.229|Internet Explorer|female|2010-11-13T14:23:15.742+00:00
263|Warangal|13194139543440|Shweta|Nair|1984-12-24|27.131.214.63|Chrome|male|2011-02-28T22:26:00.771+00:00
263|Warangal|32985348842801|Rahul|Khan|1985-08-20|61.11.31.138|Firefox|female|2012-07-30T10:12:47.961+00:00
263|Warangal|32985348842698|Rahul|Khan|1983-04-16|59.184.51.109|Safari|female|2012-08-13T17:07:09.115+00:00
263|Warangal|10995116284530|A.|Singh|1980-02-20|59.145.251.199|Chrome|female|2010-11-07T22:07:42.328+00:00
263|Warangal|2199023259337|A.|Kumar|1987-05-10|61.2.38.194|Firefox|female|2010-04-23T01:13:18.758+00:00
264|Goa|15393162796905|A.|Singh|1985-02-18|1.38.149.177|Internet Explorer|female|2011-03-25T19:13:25.679+00:00
264|Goa|17592186054754|Arun|Singh|1981-03-20|1.186.246.34|Firefox|female|2011-05-22T23:16:35.053+00:00
264|Goa|8698|Rahul|Reddy|1982-04-28|27.97.237.23|Firefox|female|2010-01-22T08:17:02.685+00:00
264|Goa|563|John|Chopra|1982-11-15|61.246.227.11|Firefox|male|2010-01-12T05:20:36.978+00:00
264|Goa|13194139543604|John|Chatterjee|1982-05-25|61.1.128.208|Internet Explorer|male|2011-02-04T08:07:56.486+00:00
264|Goa|32985348839103|Ashok|Menon|1987-01-13|27.255.150.114|Internet Explorer|male|2012-09-06T03:11:27.217+00:00
264|Goa|28587302331214|John|Singh|1981-12-09|27.255.158.201|Chrome|male|2012-04-25T16:57:19.708+00:00
264|Goa|26388279074274|Aditya|Chopra|1987-03-18|27.112.122.174|Firefox|female|2012-01-18T04:46:09.281+00:00
264|Goa|21990232558345|John|Khan|1983-01-16|1.186.170.183|Firefox|male|2011-10-01T13:16:10.707+00:00
264|Goa|28587302322867|Sanjay|Bose|1989-07-15|103.1.103.91|Opera|male|2012-04-15T23:42:44.704+00:00
264|Goa|32985348842285|Deepak|Roy|1983-07-26|27.49.16.84|Firefox|male|2012-08-06T21:54:59.444+00:00
265|Ajmer|17592186053132|John|Kapoor|1980-12-01|27.96.85.145|Firefox|male|2011-07-04T07:52:22.245+00:00
265|Ajmer|28587302328438|Deepak|Kapoor|1980-01-21|1.38.5.219|Internet Explorer|male|2012-04-11T02:17:41.856+00:00
265|Ajmer|8796093024989|Arjun|Singh|1988-03-05|59.176.207.186|Firefox|female|2010-10-20T15:28:21.478+00:00
265|Ajmer|24189255812808|John|Bose|1984-12-22|101.0.53.23|Firefox|male|2011-11-14T18:42:22.931+00:00
265|Ajmer|19791209306818|John|Roy|1980-05-22|27.116.52.90|Chrome|male|2011-07-09T06:22:36.877+00:00
265|Ajmer|2199023255668|John|Khan|1983-09-13|59.165.223.95|Safari|male|2010-03-07T23:31:45.573+00:00
265|Ajmer|2199023263793|Abhishek|Kumar|1982-01-28|27.96.84.239|Internet Explorer|male|2010-04-02T21:26:14.429+00:00
266|Raipur|30786325584950|Karan|Kapoor|1986-01-01|14.139.160.93|Firefox|female|2012-05-31T05:18:06.790+00:00
266|Raipur|26388279074322|Deepak|Nair|1986-08-04|27.109.30.77|Firefox|male|2012-02-20T17:50:20.902+00:00
266|Raipur|26388279074235|Naresh|Nair|1983-10-09|27.255.251.163|Firefox|male|2012-02-15T05:36:00.468+00:00
266|Raipur|37383395345872|R.|Singh|1983-01-16|49.202.148.206|Internet Explorer|female|2012-11-29T23:05:21.106+00:00
266|Raipur|28587302326272|C. S.|Singh|1983-02-03|59.96.159.188|Firefox|female|2012-04-07T14:15:53.190+00:00
266|Raipur|17592186046929|John|Reddy|1986-04-19|1.38.149.64|Internet Explorer|male|2011-05-15T18:49:52.164+00:00
266|Raipur|8796093025922|K.|Khan|1982-07-30|27.121.101.70|Chrome|female|2010-09-21T21:08:16.361+00:00
266|Raipur|4398046512623|Arjun|Kapoor|1980-02-01|59.165.197.23|Internet Explorer|female|2010-06-29T13:38:07.653+00:00
266|Raipur|2199023265325|K.|Sharma|1985-08-23|27.109.6.135|Internet Explorer|female|2010-03-24T02:20:20.165+00:00
266|Raipur|13194139541713|Deepak|Singh|1986-10-02|49.128.111.206|Firefox|male|2011-01-23T15:36:38.709+00:00
266|Raipur|8796093026386|Shweta|Anand|1988-08-14|49.156.140.219|Firefox|male|2010-10-25T19:41:17.547+00:00
266|Raipur|17592186054724|Anand|Kapoor|1983-05-23|59.144.29.134|Internet Explorer|female|2011-07-07T03:34:46.893+00:00
266|Raipur|19791209304416|John|Sharma|1981-04-12|49.32.201.90|Firefox|male|2011-07-31T18:50:57.009+00:00
266|Raipur|24189255816501|Amit|Kapoor|1983-02-23|14.1.107.201|Chrome|male|2011-12-15T19:42:59.115+00:00
267|Kerala|35184372090954|Arun|Chopra|1988-04-09|103.1.197.123|Chrome|female|2012-10-25T02:12:07.425+00:00
267|Kerala|37383395349625|Deepak|Singh|1982-09-29|27.116.34.38|Firefox|male|2012-12-27T23:33:49.315+00:00
267|Kerala|28587302323068|Amit|Khan|1985-03-15|59.164.186.151|Firefox|male|2012-04-14T21:03:05.533+00:00
267|Kerala|35184372098313|A.|Rai|1985-05-06|61.11.62.10|Chrome|female|2012-10-07T05:53:46.737+00:00
267|Kerala|21990232565211|K.|Khan|1982-09-17|27.0.62.192|Firefox|female|2011-10-19T15:18:45.082+00:00
267|Kerala|35184372090482|Deepa|Irani|1988-10-20|61.246.183.151|Chrome|male|2012-10-25T06:36:40.972+00:00
267|Kerala|4398046511934|Rahul|Reddy|1981-05-15|49.136.152.61|Chrome|female|2010-06-01T14:41:55.597+00:00
267|Kerala|10995116281950|Shweta|Kapoor|1981-04-05|59.179.244.14|Internet Explorer|male|2010-12-08T23:00:34.361+00:00
267|Kerala|28587302332315|K.|Rao|1980-03-21|27.118.56.101|Chrome|female|2012-04-18T13:36:32.202+00:00
268|Jalpaiguri|19791209301955|Amit|Kapoor|1983-06-30|27.116.50.87|Safari|male|2011-08-28T10:13:02.570+00:00
268|Jalpaiguri|21990232556424|John|Singh|1987-09-22|14.1.110.36|Chrome|male|2011-09-15T01:12:28.794+00:00
268|Jalpaiguri|17592186044824|Karan|Singh|1984-08-30|103.1.199.73|Internet Explorer|female|2011-06-15T10:00:38.324+00:00
268|Jalpaiguri|24189255815947|A.|Nair|1980-05-07|1.186.37.78|Safari|female|2011-11-07T21:52:54.045+00:00
268|Jalpaiguri|2199023260693|A.|Khan|1989-01-10|101.213.69.21|Internet Explorer|female|2010-04-22T15:14:14.963+00:00
268|Jalpaiguri|8796093026421|Deepak|Kumar|1981-08-28|61.1.29.25|Internet Explorer|male|2010-10-14T14:03:52.499+00:00
269|Brahmavar|19791209304987|John|Singh|1988-02-14|27.97.125.76|Firefox|male|2011-08-09T05:18:25.450+00:00
269|Brahmavar|28587302326124|Sanjay|Singh|1986-08-27|14.99.208.15|Chrome|male|2012-03-25T19:14:48.634+00:00
269|Brahmavar|4398046512500|Deepak|Singh|1982-02-02|49.238.47.210|Chrome|male|2010-05-05T15:59:13.165+00:00
269|Brahmavar|13194139537635|Deepak|Sharma|1986-05-07|49.32.251.119|Firefox|male|2011-02-01T05:34:43.245+00:00
269|Brahmavar|7835|Ashok|Khan|1980-09-24|14.1.111.211|Internet Explorer|male|2010-02-21T01:01:50.502+00:00
269|Brahmavar|15393162789626|Deepak|Sharma|1986-03-27|103.1.198.132|Firefox|male|2011-04-25T03:37:07.726+00:00
269|Brahmavar|21990232556039|Naresh|Kumar|1984-09-10|27.116.34.143|Chrome|male|2011-10-26T19:55:13.777+00:00
269|Brahmavar|28587302322800|John|Kumar|1980-05-01|49.39.122.8|Internet Explorer|male|2012-04-25T04:41:11.132+00:00
269|Brahmavar|35184372092916|Arun|Singh|1981-07-06|103.1.114.162|Internet Explorer|female|2012-09-23T14:49:52.984+00:00
270|Manipal|37383395354989|Ashok|Kumar|1982-07-03|61.11.55.60|Chrome|male|2012-12-28T10:45:35.322+00:00
270|Manipal|6597069774548|Joseph|Reddy|1989-09-20|103.1.80.6|Opera|male|2010-08-29T12:00:40.824+00:00
270|Manipal|15393162791489|Sanjay|Menon|1984-07-05|27.48.100.29|Firefox|male|2011-04-30T06:13:46.013+00:00
270|Manipal|24189255811947|John|Chatterjee|1985-03-29|14.1.98.253|Internet Explorer|male|2011-11-13T11:23:48.862+00:00
270|Manipal|37383395353055|Sanjay|Reddy|1985-04-06|60.254.118.148|Firefox|male|2012-11-21T14:10:21.988+00:00
270|Manipal|17592186044720|K.|Singh|1981-09-25|49.236.40.147|Chrome|female|2011-06-08T04:27:21.326+00:00
271|Udaipur|24189255820901|Rajiv|Khan|1983-11-03|1.186.27.14|Chrome|male|2012-01-04T06:56:04.476+00:00
271|Udaipur|6597069770147|Arun|Khan|1983-10-23|61.8.132.165|Internet Explorer|female|2010-07-07T18:28:15.623+00:00
271|Udaipur|17592186052644|John|Rao|1988-04-27|27.0.55.253|Opera|male|2011-07-03T01:35:58.992+00:00
271|Udaipur|28587302329674|Rahul|Singh|1985-01-02|1.38.243.74|Firefox|female|2012-05-05T20:54:13.744+00:00
271|Udaipur|35184372092938|John|Rao|1987-03-26|49.128.172.202|Chrome|male|2012-10-14T01:45:32.938+00:00
271|Udaipur|32985348838461|Priyanka|Kapoor|1988-11-29|60.243.176.255|Firefox|female|2012-08-26T01:02:58.455+00:00
271|Udaipur|35184372090822|Shweta|Sharma|1986-04-26|49.156.150.159|Chrome|male|2012-09-14T12:46:16.591+00:00
271|Udaipur|26388279076723|Deepak|Kumar|1980-02-28|61.11.71.114|Firefox|male|2012-02-10T18:26:21.335+00:00
272|Tiruvallur|32985348837753|Abhishek|Sharma|1986-02-07|27.123.115.150|Internet Explorer|male|2012-07-31T01:06:20.163+00:00
272|Tiruvallur|32985348839578|Divya|Rao|1980-02-17|49.213.40.201|Chrome|female|2012-07-19T22:39:45.672+00:00
272|Tiruvallur|15393162794842|Deepak|Singh|1986-09-12|49.13.114.55|Internet Explorer|male|2011-04-09T12:30:13.682+00:00
272|Tiruvallur|32985348837270|Ashok|Singh|1981-01-07|49.50.96.204|Firefox|male|2012-08-15T17:56:28.286+00:00
272|Tiruvallur|21990232558405|R.|Sharma|1986-06-26|101.217.228.170|Firefox|female|2011-09-16T17:05:19.523+00:00
273|Dhenkanal|15393162790264|Amit|Kumar|1982-03-02|61.11.46.44|Internet Explorer|male|2011-05-02T13:52:18.831+00:00
273|Dhenkanal|35184372089082|Rahul|Kumar|1983-09-07|59.164.26.244|Internet Explorer|female|2012-09-20T18:17:15.788+00:00
273|Dhenkanal|21990232560776|Prakash|Singh|1981-10-03|60.254.68.219|Firefox|male|2011-09-14T01:27:17.692+00:00
273|Dhenkanal|10995116278616|Amit|Sharma|1988-12-10|14.139.2.205|Firefox|male|2011-01-01T17:45:14.027+00:00
273|Dhenkanal|30786325587027|Rahul|Kumar|1985-03-27|1.23.80.101|Firefox|female|2012-06-04T19:36:09.616+00:00
273|Dhenkanal|21990232566091|Shweta|Singh|1986-01-10|103.1.130.199|Chrome|male|2011-09-28T20:47:30.926+00:00
273|Dhenkanal|32985348835896|John|Singh|1987-12-12|49.40.42.50|Internet Explorer|male|2012-07-28T05:45:31.238+00:00
274|Thrissur|10995116287940|Nikhil|Singh|1989-08-11|49.236.27.28|Firefox|female|2010-11-16T10:00:39.584+00:00
274|Thrissur|21990232556561|Naresh|Nair|1988-01-26|61.247.253.229|Chrome|male|2011-10-29T17:32:34.116+00:00
274|Thrissur|26388279069281|Aditya|Khan|1984-08-05|14.140.29.92|Internet Explorer|female|2012-02-06T05:49:22.848+00:00
274|Thrissur|28587302326101|A.|Khan|1983-02-13|27.6.184.77|Chrome|female|2012-04-15T12:00:41.181+00:00
274|Thrissur|30786325582307|Rahul|Singh|1983-03-08|49.156.144.106|Chrome|female|2012-06-23T05:31:18.079+00:00
274|Thrissur|19791209300458|R.|Khan|1983-07-26|27.96.85.34|Firefox|female|2011-07-28T20:57:53.299+00:00
274|Thrissur|1024|Anand|Kapoor|1989-12-05|27.34.244.161|Firefox|female|2010-02-25T23:37:06.683+00:00
274|Thrissur|8796093031310|R.|Khan|1982-04-30|61.11.3.182|Firefox|female|2010-10-16T03:08:41.468+00:00
274|Thrissur|19791209301836|Ashok|Kumar|1987-12-15|49.13.221.213|Firefox|male|2011-09-01T03:07:42.931+00:00
274|Thrissur|8983|Deepak|Khan|1985-02-12|14.102.169.197|Firefox|male|2010-01-23T20:37:21.975+00:00
274|Thrissur|2199023260846|Rahul|Sharma|1987-05-02|61.95.253.147|Chrome|female|2010-04-05T09:16:28.129+00:00
275|Bandra|30786325578829|Deepak|Khan|1984-05-12|14.140.246.54|Chrome|male|2012-06-01T15:41:00.377+00:00
275|Bandra|24189255813116|William|Nair|1989-03-28|14.102.10.84|Chrome|female|2012-01-04T18:33:16.014+00:00
275|Bandra|28587302323140|Ashok|Reddy|1980-07-27|49.156.124.114|Firefox|male|2012-03-13T08:29:49.384+00:00
275|Bandra|2199023259027|Abhishek|Khan|1983-01-05|61.0.58.36|Firefox|male|2010-04-27T07:42:33.516+00:00
275|Bandra|3435|George|Singh|1982-06-17|61.8.136.142|Firefox|female|2010-02-01T10:20:32.880+00:00
275|Bandra|15393162792804|Priyanka|Khan|1982-01-28|103.1.127.227|Chrome|female|2011-03-14T01:51:04.190+00:00
275|Bandra|21990232560979|Ashok|Reddy|1981-11-24|42.109.210.241|Chrome|male|2011-09-18T10:53:11.606+00:00
275|Bandra|24189255817135|Ashok|Sharma|1984-01-27|49.248.70.229|Firefox|male|2011-12-22T06:12:57.285+00:00
276|Chandigarh|13194139534223|Arjun|Nair|1987-09-07|49.238.42.244|Internet Explorer|female|2011-02-09T01:43:23.555+00:00
276|Chandigarh|13194139533714|Rahul|Chatterjee|1986-10-20|14.141.242.182|Chrome|female|2011-01-28T17:06:37.660+00:00
276|Chandigarh|26388279074506|Arjun|Kumar|1987-07-04|14.195.224.54|Firefox|female|2012-03-04T08:00:52.750+00:00
276|Chandigarh|19791209308883|John|Singh|1989-07-30|49.13.33.230|Chrome|male|2011-07-13T14:31:39.022+00:00
276|Chandigarh|15393162797711|Manju|Chopra|1985-02-23|61.8.156.66|Internet Explorer|male|2011-04-12T23:04:52.571+00:00
276|Chandigarh|24189255818842|Rahul|Khan|1981-04-30|27.113.253.185|Internet Explorer|female|2011-12-07T20:41:14.185+00:00
276|Chandigarh|2199023260377|Shweta|Kumar|1983-12-17|59.89.16.255|Firefox|male|2010-03-29T04:44:03.842+00:00
276|Chandigarh|10995116279003|A.|Khan|1984-08-04|27.107.106.118|Firefox|female|2010-12-11T11:47:17.138+00:00
276|Chandigarh|30786325587082|Deepak|Nair|1989-12-26|27.116.52.249|Internet Explorer|male|2012-05-28T11:30:11.925+00:00
276|Chandigarh|28587302324779|Rahul|Rao|1988-11-26|27.48.54.215|Internet Explorer|female|2012-05-04T02:00:16.251+00:00
276|Chandigarh|37383395345030|Kunal|Reddy|1989-12-19|14.139.235.29|Firefox|male|2012-11-28T16:53:49.108+00:00
277|Munsirhat|21990232561951|Aditya|Sen|1986-03-18|27.248.54.129|Internet Explorer|female|2011-10-21T23:04:31.230+00:00
277|Munsirhat|21990232558976|John|Rao|1988-12-23|27.116.53.54|Firefox|male|2011-11-05T02:36:59.697+00:00
277|Munsirhat|24189255812897|Ashok|Khan|1982-08-13|49.156.105.8|Internet Explorer|male|2011-12-24T08:58:48.387+00:00
277|Munsirhat|32985348841969|Rahul|Singh|1983-04-07|27.97.205.41|Internet Explorer|female|2012-08-24T20:25:35.970+00:00
277|Munsirhat|2199023258114|Deepak|Rao|1981-09-13|27.4.211.176|Chrome|male|2010-03-19T21:28:57.976+00:00
277|Munsirhat|8796093024055|K.|Singh|1982-05-10|103.1.6.240|Opera|female|2010-09-09T15:07:23.002+00:00
277|Munsirhat|37383395348570|Abhishek|Roy|1983-03-17|49.238.55.4|Firefox|male|2012-12-12T01:26:55.886+00:00
277|Munsirhat|6597069775096|Rahul|Singh|1983-05-30|61.95.231.226|Firefox|female|2010-08-28T16:34:25.644+00:00
277|Munsirhat|8796093024357|John|Narayan|1982-04-23|27.49.138.204|Firefox|male|2010-10-30T01:45:40.552+00:00
278|Tirupati|10995116278938|John|Irani|1985-03-26|49.156.135.191|Chrome|male|2010-11-06T09:29:38.416+00:00
278|Tirupati|7590|Rajiv|Singh|1988-02-23|27.121.101.6|Chrome|male|2010-02-25T02:43:39.649+00:00
278|Tirupati|37383395346370|Shweta|Kumar|1985-02-28|58.146.97.221|Firefox|male|2012-11-20T20:15:09.622+00:00
278|Tirupati|28587302329901|Shweta|Khan|1989-03-06|61.3.163.148|Internet Explorer|male|2012-03-30T09:33:32.228+00:00
278|Tirupati|837|Arun|Kumar|1985-12-04|27.118.62.156|Internet Explorer|female|2010-03-01T19:04:44.579+00:00
278|Tirupati|10995116287035|Meera|Bose|1989-10-15|61.246.102.110|Chrome|female|2010-11-21T01:00:04.918+00:00
278|Tirupati|4398046517540|Sanjay|Menon|1981-05-22|49.143.255.63|Chrome|male|2010-07-01T00:26:16.367+00:00
278|Tirupati|13194139536937|Rahul|Khan|1984-07-15|49.15.110.85|Firefox|female|2011-03-01T01:08:29.342+00:00
278|Tirupati|26388279076081|Allu|Singh|1982-12-01|49.238.57.141|Internet Explorer|male|2012-02-09T20:35:55.733+00:00
279|Midnapore|10995116284413|Ashok|Kumar|1989-05-01|103.1.131.6|Chrome|male|2010-11-21T09:29:55.764+00:00
279|Midnapore|5187|Arjun|Kumar|1985-11-20|1.7.119.191|Chrome|female|2010-01-22T02:25:16.312+00:00
279|Midnapore|32985348839399|John|Sharma|1982-08-24|27.5.232.10|Chrome|male|2012-07-18T02:56:22.636+00:00
279|Midnapore|8796093029918|Shweta|Rao|1987-03-23|14.102.224.99|Opera|male|2010-09-07T09:26:27.153+00:00
279|Midnapore|26388279074645|Karan|Babu|1980-07-10|59.145.191.57|Internet Explorer|female|2012-01-16T23:52:16.569+00:00
279|Midnapore|30786325579477|A.|Reddy|1985-04-21|101.0.48.249|Safari|female|2012-05-15T10:59:33.749+00:00
280|Poonamallee|32985348836353|Karan|Kapoor|1984-10-13|27.54.151.134|Chrome|female|2012-07-29T01:47:47.313+00:00
280|Poonamallee|8796093027053|K.|Kumar|1989-10-22|103.1.114.186|Chrome|female|2010-09-15T10:09:42.671+00:00
280|Poonamallee|10995116287751|Arjun|Singh|1982-12-07|61.11.16.86|Internet Explorer|female|2010-12-07T17:21:02.386+00:00
280|Poonamallee|28587302322536|John|Singh|1981-01-20|61.1.115.199|Internet Explorer|male|2012-05-03T20:29:31.774+00:00
280|Poonamallee|15393162791561|Shweta|Rao|1985-12-13|49.207.233.146|Chrome|male|2011-05-01T02:44:07.726+00:00
280|Poonamallee|8796093027135|Abhishek|Joshi|1986-08-04|101.58.72.35|Firefox|male|2010-09-22T00:02:56.807+00:00
280|Poonamallee|6597069771364|Arjun|Singh|1980-09-16|14.102.160.139|Chrome|female|2010-08-01T02:04:35.070+00:00
280|Poonamallee|10995116281924|R.|Singh|1987-01-19|103.1.6.53|Firefox|female|2010-12-14T23:46:01.600+00:00
280|Poonamallee|8796093026611|John|Chatterjee|1980-12-10|103.1.197.137|Firefox|male|2010-09-07T11:31:41.002+00:00
280|Poonamallee|19791209310055|A.|Sharma|1988-11-04|103.1.112.243|Internet Explorer|female|2011-08-21T19:55:44.692+00:00
280|Poonamallee|17592186044505|Joseph|Sharma|1983-10-20|59.185.71.114|Firefox|male|2011-06-13T01:33:28.528+00:00
281|Nalanda|6597069771394|Shweta|Singh|1985-08-28|49.13.73.112|Firefox|male|2010-08-29T20:43:41.475+00:00
281|Nalanda|19791209307774|A.|Nair|1987-05-30|27.123.98.129|Firefox|female|2011-07-18T11:44:37.652+00:00
281|Nalanda|26388279073722|Kunal|Khan|1988-08-06|27.34.244.247|Firefox|male|2012-01-17T21:29:55.024+00:00
281|Nalanda|24189255820587|Sanjay|Rao|1988-08-30|61.95.231.144|Chrome|male|2011-12-02T11:48:59.318+00:00
281|Nalanda|24189255812667|Rahul|Khan|1985-01-14|49.15.139.14|Firefox|female|2011-12-16T11:32:52.611+00:00
281|Nalanda|2199023264445|Sanjay|Rao|1989-12-13|61.12.53.124|Opera|male|2010-04-20T19:39:17.357+00:00
281|Nalanda|13194139538636|John|Singh|1988-03-27|61.95.225.237|Firefox|male|2011-01-28T04:02:38.469+00:00
282|Jabalpur|8796093032614|Aditya|Bose|1983-05-17|49.200.60.87|Firefox|female|2010-09-10T15:06:57.198+00:00
282|Jabalpur|4398046520371|Prakash|Kumar|1982-02-22|49.205.208.136|Firefox|male|2010-05-11T19:32:36.004+00:00
282|Jabalpur|6597069767787|Shweta|Khan|1989-07-03|1.187.8.151|Chrome|male|2010-08-06T16:29:24.801+00:00
283|Faridabad|30786325583511|Shweta|Singh|1981-02-26|58.146.113.175|Chrome|male|2012-05-24T21:03:31.663+00:00
283|Faridabad|21990232561648|Arun|Sharma|1981-11-23|49.156.98.153|Firefox|female|2011-09-14T11:36:48.190+00:00
283|Faridabad|21990232564593|Prakash|Kapoor|1988-09-05|14.1.101.241|Safari|male|2011-10-28T00:40:47.431+00:00
283|Faridabad|30786325581300|Ashok|Khan|1989-07-25|27.107.178.40|Chrome|male|2012-06-14T05:26:10.894+00:00
283|Faridabad|2199023264710|Sanjay|Khan|1987-10-08|49.50.125.251|Internet Explorer|male|2010-03-14T17:10:08.987+00:00
283|Faridabad|4398046518732|K.|Reddy|1985-10-16|1.38.172.204|Firefox|female|2010-05-10T02:48:21.326+00:00
283|Faridabad|13194139540014|K. A.|Nair|1982-10-20|27.106.54.211|Firefox|female|2011-01-18T23:12:17.427+00:00
283|Faridabad|13194139543101|Shweta|Kapoor|1988-02-05|59.145.79.42|Chrome|male|2011-02-09T09:48:05.320+00:00
283|Faridabad|6597069770569|Shweta|Anand|1982-07-27|61.95.159.161|Firefox|male|2010-07-06T18:50:56.648+00:00
283|Faridabad|17592186048053|A.|Singh|1984-05-10|27.54.150.255|Chrome|female|2011-05-26T07:02:44.614+00:00
284|Rupnagar|6597069770602|Deepak|Singh|1984-09-13|59.98.164.238|Internet Explorer|male|2010-07-07T15:13:32.951+00:00
284|Rupnagar|10995116286900|Ashok|Khan|1988-09-01|49.213.48.106|Firefox|male|2010-12-14T12:28:58.644+00:00
284|Rupnagar|2239|Nikhil|Khan|1981-08-03|27.116.23.111|Internet Explorer|female|2010-02-03T22:43:34.081+00:00
284|Rupnagar|2199023262209|Karan|Khan|1984-06-20|58.2.31.98|Chrome|female|2010-03-10T12:33:51.393+00:00
284|Rupnagar|30786325585005|Ashok|Reddy|1983-02-04|101.57.111.174|Chrome|male|2012-06-08T08:22:24.619+00:00
284|Rupnagar|7615|Ashok|Reddy|1981-11-23|49.128.164.43|Firefox|male|2010-01-11T10:15:55.720+00:00
284|Rupnagar|32985348838678|A. K.|Kumar|1984-04-19|103.1.6.6|Opera|female|2012-09-07T02:10:44.697+00:00
284|Rupnagar|17592186053498|Neha|Kumar|1980-06-18|27.54.162.189|Safari|male|2011-06-11T19:14:22.018+00:00
284|Rupnagar|19791209306643|John|Sen|1989-04-17|59.184.218.29|Firefox|male|2011-07-27T17:48:01.487+00:00
284|Rupnagar|35184372093387|A.|Irani|1987-12-19|27.116.33.52|Internet Explorer|female|2012-10-03T15:40:52.792+00:00
285|Guntur|28587302323831|Priyanka|Rao|1985-07-09|14.194.220.161|Firefox|female|2012-03-10T06:30:16.495+00:00
285|Guntur|13194139543719|Javed|Rao|1981-03-23|59.144.161.67|Chrome|male|2011-02-16T15:10:42.995+00:00
285|Guntur|4398046519918|A.|Kumar|1989-01-12|27.255.223.181|Internet Explorer|female|2010-06-06T10:54:45.832+00:00
285|Guntur|19791209299968|John|Khan|1985-02-24|27.4.90.237|Internet Explorer|male|2011-07-26T21:41:34.142+00:00
285|Guntur|37383395346174|Arjun|Khan|1989-02-14|49.200.138.248|Firefox|female|2012-12-26T18:42:27.836+00:00
285|Guntur|30786325584057|Manju|Roy|1988-01-26|103.1.115.182|Chrome|male|2012-06-14T22:44:49.107+00:00
286|Kottayam|30786325585379|K.|Sharma|1985-07-25|49.238.41.48|Firefox|female|2012-06-25T01:09:17.348+00:00
286|Kottayam|17592186045699|Rahul|Khan|1984-11-28|101.212.188.78|Firefox|female|2011-05-30T11:47:26.829+00:00
286|Kottayam|4398046513395|Arjun|Kapoor|1985-03-19|27.116.53.127|Firefox|female|2010-06-05T17:56:18.459+00:00
286|Kottayam|15393162791606|Arjun|Khan|1987-05-23|27.100.14.49|Chrome|female|2011-04-12T09:49:07.127+00:00
286|Kottayam|4398046518103|Shweta|Chopra|1986-10-27|101.214.29.223|Firefox|male|2010-06-25T18:10:26.421+00:00
287|Bhubaneswar|2199023265898|K.|Khan|1988-10-15|42.105.102.81|Firefox|female|2010-04-25T02:37:06.768+00:00
287|Bhubaneswar|17592186044611|Amit|Rao|1986-03-04|49.128.108.54|Firefox|male|2011-05-11T06:27:16.958+00:00
287|Bhubaneswar|6597069771431|Abhishek|Sharma|1985-05-01|59.179.84.54|Chrome|male|2010-07-04T16:26:01.370+00:00
288|Fatehgarh_Sahib|28587302329333|Kiran|Khan|1984-03-17|27.54.144.240|Firefox|male|2012-04-24T17:41:35.473+00:00
288|Fatehgarh_Sahib|26388279067181|Rahul|Singh|1981-12-11|49.15.114.196|Chrome|female|2012-01-30T10:32:32.009+00:00
289|Barrackpore|17592186051872|John|Sharma|1988-03-10|49.45.141.97|Safari|male|2011-06-11T07:51:02.867+00:00
289|Barrackpore|10995116287504|Deepak|Nair|1988-08-23|27.96.84.87|Firefox|male|2010-11-05T12:26:01.539+00:00
289|Barrackpore|2199023258997|Anupam|Reddy|1985-08-14|61.11.46.246|Internet Explorer|female|2010-03-29T21:40:26.812+00:00
289|Barrackpore|2199023261320|A.|Rao|1987-02-20|27.112.120.74|Firefox|female|2010-04-25T17:02:41.848+00:00
289|Barrackpore|6054|Karan|Reddy|1988-04-20|103.1.199.179|Firefox|female|2010-02-27T16:27:42.574+00:00
289|Barrackpore|19791209303350|George|Sharma|1980-07-27|49.40.231.210|Firefox|female|2011-07-25T18:20:46.753+00:00
289|Barrackpore|26388279067038|Deepak|Reddy|1986-06-20|27.116.22.98|Chrome|male|2012-02-24T21:34:52.862+00:00
289|Barrackpore|19791209307764|Shweta|Sharma|1989-05-12|61.8.137.60|Internet Explorer|male|2011-07-10T15:29:19.668+00:00
289|Barrackpore|19791209304994|Abhishek|Khan|1987-03-21|1.6.91.69|Chrome|male|2011-08-25T20:03:22.740+00:00
289|Barrackpore|37383395350128|Shweta|Khan|1987-08-30|27.116.21.200|Chrome|male|2012-12-15T12:23:36.714+00:00
289|Barrackpore|28587302330216|Amit|Sharma|1986-10-05|103.1.113.59|Chrome|male|2012-03-12T06:49:43.345+00:00
290|Gaya|28587302322826|Arun|Singh|1981-10-31|27.97.88.171|Firefox|female|2012-04-21T02:49:20.004+00:00
290|Gaya|28587302331312|Amit|Singh|1983-10-09|49.39.182.186|Firefox|male|2012-03-21T02:26:37.093+00:00
