t1.LocationCityId|t1.firstName|t1.birthday|t2.name
1214|Dayang|1987-12-12|Kuala_Lumpur
423|Yang|1981-03-16|Yantai
423|Jie|1988-01-30|Yantai
423|Bingbing|1985-09-02|Yantai
423|Chen|1982-01-04|Yantai
423|Peng|1982-08-13|Yantai
423|Hao|1981-09-28|Yantai
423|Li|1985-05-03|Yantai
423|Lei|1989-02-22|Yantai
423|Hao|1985-11-25|Yantai
423|Anson|1988-09-16|Yantai
423|Ning|1987-12-09|Yantai
423|Yang|1983-05-25|Yantai
423|Ge|1981-01-07|Yantai
423|Cheng|1982-08-21|Yantai
222|Aditya|1987-12-03|Allahabad
222|Karan|1985-04-16|Allahabad
222|Arjun|1988-02-11|Allahabad
222|Deepak|1983-11-06|Allahabad
222|K.|1980-11-22|Allahabad
222|Rahul|1980-10-12|Allahabad
222|Sanjay|1983-11-22|Allahabad
523|Eli|1988-11-28|Jerusalem
523|Yitzhak|1980-08-12|Jerusalem
523|Yossi|1989-12-27|Jerusalem
523|Eden|1984-04-25|Jerusalem
523|Adi|1986-10-21|Jerusalem
523|Eli|1989-12-15|Jerusalem
523|David|1981-11-29|Jerusalem
523|Moshe|1989-08-14|Jerusalem
523|Yitzhak|1983-07-09|Jerusalem
523|David|1988-03-16|Jerusalem
523|Yaniv|1981-09-09|Jerusalem
682|Yuki|1980-03-07|Ichikawa
682|Shinji|1982-03-20|Ichikawa
682|Ken|1987-03-27|Ichikawa
682|Yuki|1985-12-07|Ichikawa
682|Daisuke|1984-11-07|Ichikawa
682|Prince|1986-05-09|Ichikawa
682|Shintaro|1984-03-11|Ichikawa
682|Kaoru|1986-09-28|Ichikawa
682|Ken|1980-10-11|Ichikawa
682|Jun|1987-08-26|Ichikawa
682|Takeshi|1983-02-05|Ichikawa
713|Daisuke|1980-05-29|Chikusa-ku
713|Koji|1987-08-17|Chikusa-ku
713|Koji|1983-01-11|Chikusa-ku
713|Takeshi|1981-01-13|Chikusa-ku
713|Jun|1983-09-23|Chikusa-ku
713|Kaori|1989-03-23|Chikusa-ku
713|Prince|1987-03-29|Chikusa-ku
713|Akira|1981-04-02|Chikusa-ku
713|Ken|1985-07-16|Chikusa-ku
713|Takashi|1985-04-08|Chikusa-ku
1369|Joakim|1980-03-23|Stockholm
1369|Carl|1987-07-09|Stockholm
1369|Åke|1986-11-09|Stockholm
1369|Carl|1982-03-10|Stockholm
1369|Hans|1986-05-20|Stockholm
1369|Bo|1984-01-21|Stockholm
1369|Ulf|1987-01-27|Stockholm
1369|Gunnar|1989-03-28|Stockholm
1369|Johan|1986-07-06|Stockholm
1369|Carl|1982-11-28|Stockholm
173|Amit|1981-03-12|Kurukshetra
173|Kunal|1989-11-02|Kurukshetra
173|Joseph|1981-07-07|Kurukshetra
173|Abhishek|1980-04-29|Kurukshetra
173|A.|1988-04-01|Kurukshetra
173|Shweta|1986-05-17|Kurukshetra
173|V.|1984-09-24|Kurukshetra
173|R.|1981-12-29|Kurukshetra
173|Ashok|1989-12-23|Kurukshetra
173|Shweta|1985-10-19|Kurukshetra
173|Amit|1986-04-19|Kurukshetra
546|George|1989-05-24|Glasgow
546|George|1989-01-07|Glasgow
546|Eddie|1980-07-25|Glasgow
546|James|1980-05-06|Glasgow
546|Jimmy|1981-11-27|Glasgow
546|William|1985-11-05|Glasgow
546|Jimmy|1985-06-15|Glasgow
546|Thomas|1984-08-25|Glasgow
546|Tommy|1987-07-05|Glasgow
493|Zhi|1986-04-10|Enshi
493|Lei|1987-08-08|Enshi
493|Jun|1987-04-18|Enshi
493|Lin|1986-02-17|Enshi
493|Yang|1989-01-24|Enshi
493|Bingyi|1987-10-30|Enshi
493|Hao|1982-12-07|Enshi
493|Bing|1982-01-30|Enshi
1251|Aad De|1983-11-27|Maastricht
1251|Ad|1982-09-19|Maastricht
1251|Aad|1988-04-08|Maastricht
1251|Andre|1983-03-30|Maastricht
1251|Adriaen Cornelissen van der|1988-01-05|Maastricht
1251|Aad De|1983-03-18|Maastricht
1251|Adriaan|1987-08-06|Maastricht
1251|Aad|1986-07-29|Maastricht
1408|Aytaç|1985-12-29|Eskişehir
1408|Mehmet|1981-08-29|Eskişehir
1408|Ibrahim|1983-05-09|Eskişehir
1408|Ali|1986-08-13|Eskişehir
1408|Burak|1982-01-05|Eskişehir
1408|Ahmet|1986-06-20|Eskişehir
1408|Tayfun|1986-02-04|Eskişehir
639|Muhammad|1986-02-11|Bandar_Lampung
639|A.|1984-03-08|Bandar_Lampung
639|Aburizal|1983-08-30|Bandar_Lampung
639|Aburizal|1989-04-12|Bandar_Lampung
639|Abdul Haris|1986-07-05|Bandar_Lampung
639|Aburizal|1980-11-30|Bandar_Lampung
639|Aburizal|1985-10-02|Bandar_Lampung
639|Alexander G.|1989-12-22|Bandar_Lampung
406|Baby|1983-09-09|Fuxin
406|Li|1980-03-28|Fuxin
406|Lei|1983-10-19|Fuxin
406|Chen|1980-10-02|Fuxin
406|Zhong|1982-10-26|Fuxin
638|Gustaaf van|1988-03-28|Depok
638|Eko Maulana|1989-08-15|Depok
638|Zaenal|1983-04-21|Depok
638|Zaenal|1986-08-22|Depok
638|Agustiar|1985-01-04|Depok
638|Alexander G.|1989-01-10|Depok
638|Muhammad|1980-04-25|Depok
638|Ahmad Rafiq|1981-02-22|Depok
1191|Ajuma Nasenyana|1988-12-07|Kitengela
1191|Evelyn|1981-09-29|Kitengela
1191|Edward|1988-05-10|Kitengela
1191|Arap|1988-04-15|Kitengela
1191|Alex Obanda|1986-11-02|Kitengela
1191|Arap|1981-12-06|Kitengela
1191|Ajuma Nasenyana|1981-05-13|Kitengela
1191|Ali|1984-06-26|Kitengela
1230|Rafael|1988-11-01|Rabat
1230|Asher|1985-09-12|Rabat
1230|Ahmed|1980-02-01|Rabat
1230|Ahmed|1983-05-31|Rabat
1230|David|1981-11-16|Rabat
1230|Abbas|1982-10-05|Rabat
1230|Shlomo|1986-01-05|Rabat
1230|Ahmed|1981-06-21|Rabat
208|Karan|1983-06-24|Bareilly
208|Ashok|1989-08-26|Bareilly
208|John|1988-06-13|Bareilly
208|R.|1980-08-06|Bareilly
208|Rahul|1983-01-11|Bareilly
208|K.|1980-03-04|Bareilly
208|Rahul|1980-05-14|Bareilly
208|Shweta|1980-05-05|Bareilly
208|Aditya|1989-07-11|Bareilly
208|Ashok|1984-02-11|Bareilly
208|Deepak|1981-03-20|Bareilly
1418|Alexander|1987-10-19|Donetsk
1418|Jack|1987-02-14|Donetsk
1418|Igor|1980-05-18|Donetsk
1418|Anna|1987-05-17|Donetsk
1418|Vladimir|1982-07-14|Donetsk
1418|Andriy|1981-06-04|Donetsk
1418|Vladimir|1987-06-30|Donetsk
593|Jose|1980-09-11|Pelotas
593|Rodrigo|1985-06-11|Pelotas
593|Alexandre|1987-01-28|Pelotas
593|Paulo|1985-01-16|Pelotas
593|Ana Paula|1982-05-24|Pelotas
593|Carlos|1987-02-09|Pelotas
593|Ana|1983-09-28|Pelotas
593|Vitor|1989-11-10|Pelotas
1157|Ferenc|1989-06-10|Piliscsaba
1157|Zsolt|1980-02-13|Piliscsaba
1157|Zsolt|1983-09-15|Piliscsaba
1157|Zsolt|1980-11-30|Piliscsaba
1157|Ferenc|1983-07-25|Piliscsaba
1157|Lajos|1984-09-04|Piliscsaba
1157|Janos|1981-01-03|Piliscsaba
1157|Lajos|1986-05-07|Piliscsaba
1157|Eva|1980-08-10|Piliscsaba
1157|Laszlo|1985-06-27|Piliscsaba
1157|Gyula|1984-05-02|Piliscsaba
1157|Csaba|1986-11-12|Piliscsaba
1157|George|1980-07-14|Piliscsaba
1157|Gyula|1984-08-11|Piliscsaba
324|Li|1987-07-06|Bole
324|Lei|1986-09-17|Bole
324|Chen|1986-07-22|Bole
324|Chen|1985-03-08|Bole
324|Michael|1985-08-08|Bole
324|Changpeng|1981-03-06|Bole
324|Jun|1982-12-04|Bole
1362|Alawwe|1980-10-12|Batalanda
1362|Alexander Gennadyevich|1986-02-10|Batalanda
1362|Anura|1983-09-28|Batalanda
1362|Anura|1983-01-30|Batalanda
1362|Alawwe|1984-12-12|Batalanda
1362|P.|1989-03-12|Batalanda
1362|Sarath|1980-06-04|Batalanda
1208|Abby|1985-06-29|Kuching
1208|Amy|1985-03-28|Kuching
1208|Amir|1984-08-18|Kuching
1208|Abby|1985-06-02|Kuching
1208|Amy|1988-01-03|Kuching
1208|Amir|1983-05-10|Kuching
1208|Ann|1980-04-27|Kuching
1208|Victor|1988-12-06|Kuching
363|Yang|1983-03-17|Guilin
363|Donnie|1986-12-03|Guilin
363|Hao|1981-08-08|Guilin
363|Lei|1988-01-26|Guilin
363|Yang|1980-12-30|Guilin
363|Yang|1985-09-23|Guilin
363|Li|1984-11-07|Guilin
363|Wei|1987-07-25|Guilin
363|Chen|1980-09-01|Guilin
363|Baby|1982-08-14|Guilin
363|Jun|1984-06-06|Guilin
363|Ge|1986-03-12|Guilin
363|Lei|1984-03-10|Guilin
363|Hao|1986-10-14|Guilin
363|Lei|1987-11-25|Guilin
581|Marcelo|1983-04-16|Criciúma
581|Alberto|1989-02-08|Criciúma
581|Rodrigo|1982-12-26|Criciúma
581|Sergio|1982-06-19|Criciúma
581|Sergio|1982-07-15|Criciúma
581|Sergio|1985-06-04|Criciúma
581|Rafael|1989-10-31|Criciúma
581|Emperor of Brazil|1981-02-27|Criciúma
581|Paulo|1988-08-17|Criciúma
581|Leandro|1989-08-07|Criciúma
960|Jacques|1987-08-17|Algiers
960|Yacine|1984-06-30|Algiers
960|Benhalima|1986-08-25|Algiers
960|Cheb|1980-06-03|Algiers
960|Kamel|1986-08-11|Algiers
318|Yang|1980-09-19|Huanggang
318|Lei|1985-07-20|Huanggang
178|Arjun|1986-10-31|Lucknow
178|Abhishek|1985-07-01|Lucknow
178|Ashok|1981-03-24|Lucknow
178|Arun|1981-11-01|Lucknow
178|A.|1984-11-07|Lucknow
178|Deepak|1986-01-18|Lucknow
178|Allu|1986-05-08|Lucknow
178|Arjun|1988-09-26|Lucknow
178|Amit|1980-01-12|Lucknow
178|Abhishek|1984-08-18|Lucknow
178|Arjun|1986-05-12|Lucknow
178|R.|1985-08-20|Lucknow
178|Prakash|1984-11-04|Lucknow
178|A.|1988-06-12|Lucknow
567|Luiz|1989-01-11|Diamantina
567|Carlos|1987-06-19|Diamantina
567|Andre|1981-12-22|Diamantina
567|Renato|1981-07-17|Diamantina
567|Bruno|1980-07-17|Diamantina
567|Leandro|1985-07-06|Diamantina
567|Carlos|1986-05-28|Diamantina
567|Rogerio|1981-11-03|Diamantina
567|Emperor of Brazil|1984-09-21|Diamantina
567|Wilson|1980-04-17|Diamantina
567|Paulo|1983-06-23|Diamantina
744|Antonio|1980-10-19|Campeche
744|Alfonso|1985-12-23|Campeche
744|Arturo|1989-11-01|Campeche
744|Antonio|1982-10-11|Campeche
744|Arturo|1988-07-23|Campeche
744|Sergio|1988-05-27|Campeche
892|David|1980-06-04|Atlanta
892|Richard|1989-05-06|Atlanta
892|Bill|1983-01-07|Atlanta
892|Michael|1984-08-21|Atlanta
892|Bob|1983-06-17|Atlanta
892|John|1986-10-16|Atlanta
892|John|1988-08-23|Atlanta
892|George|1989-03-01|Atlanta
892|Robert|1982-04-29|Atlanta
892|Tom|1981-06-07|Atlanta
1120|Baruch|1987-12-02|Debre_Marqos
1120|Esti Mamo|1982-08-25|Debre_Marqos
1120|Baruch|1983-11-29|Debre_Marqos
1120|Ydnekatchew|1984-03-07|Debre_Marqos
1120|Angel|1983-09-16|Debre_Marqos
196|K.|1988-04-16|Nashik
196|Ashok|1989-08-07|Nashik
196|A.|1988-10-23|Nashik
196|Anant|1985-07-10|Nashik
196|Meera|1985-05-23|Nashik
196|Aditya|1989-09-22|Nashik
196|Aditya|1982-03-23|Nashik
196|Deepak|1983-12-21|Nashik
924|Huong|1982-02-01|Long_Xuyen
924|Cam|1987-06-18|Long_Xuyen
924|Binh|1988-11-25|Long_Xuyen
924|Dặng Dinh|1983-01-19|Long_Xuyen
924|Binh|1988-12-09|Long_Xuyen
924|Ching|1981-09-02|Long_Xuyen
924|Ching|1988-07-31|Long_Xuyen
924|Batong|1981-07-26|Long_Xuyen
924|Anh|1980-07-30|Long_Xuyen
924|Batong|1984-06-08|Long_Xuyen
279|Ashok|1989-05-01|Midnapore
279|Arjun|1985-11-20|Midnapore
279|Shweta|1987-03-23|Midnapore
279|Karan|1980-07-10|Midnapore
279|John|1982-08-24|Midnapore
279|A.|1985-04-21|Midnapore
1429|Carlos|1985-12-05|Anzoátegui
1429|Raul|1980-04-17|Anzoátegui
1429|Daniel|1985-04-26|Anzoátegui
1429|Monica|1989-09-16|Anzoátegui
1429|Daniela|1981-11-07|Anzoátegui
1429|Carlos|1986-07-11|Anzoátegui
1429|Jose|1983-09-02|Anzoátegui
1429|Andrea|1989-04-03|Anzoátegui
1429|Patricia|1982-01-14|Anzoátegui
938|Bich Phuong|1987-12-15|Tân_An
938|Hồ Mạnh Dũng|1989-09-27|Tân_An
938|Billinjer C|1980-03-27|Tân_An
938|Binh|1981-06-04|Tân_An
938|Cesar|1982-03-02|Tân_An
938|Diem|1983-07-22|Tân_An
938|Cam|1987-12-18|Tân_An
938|Cam|1989-12-26|Tân_An
938|Anh|1983-05-17|Tân_An
938|Binh|1987-03-23|Tân_An
938|Dặng Dinh|1988-06-11|Tân_An
938|Chau|1989-07-13|Tân_An
660|Muhammad|1981-12-20|Bandung
660|Muhammad|1984-05-16|Bandung
660|Zaenal|1984-05-26|Bandung
660|Muhammad|1986-07-30|Bandung
942|Bich Phuong|1983-04-08|Tam_Kỳ
942|Huong|1983-01-08|Tam_Kỳ
942|Cam|1985-04-28|Tam_Kỳ
942|Ching|1984-01-08|Tam_Kỳ
942|Ching|1980-09-19|Tam_Kỳ
942|Bich Phuong|1981-05-18|Tam_Kỳ
942|Anh|1984-01-18|Tam_Kỳ
942|Hoang Yen|1983-05-10|Tam_Kỳ
942|Billinjer C|1981-12-26|Tam_Kỳ
942|Huong|1982-08-29|Tam_Kỳ
942|Anh|1983-07-18|Tam_Kỳ
1074|Alicia|1984-02-28|Cienfuegos
1074|Jose|1982-06-12|Cienfuegos
1074|Juan|1987-05-16|Cienfuegos
1074|Jose|1989-02-20|Cienfuegos
1074|Jose|1982-08-16|Cienfuegos
1074|Alberto Inocente|1987-12-09|Cienfuegos
1074|Mario|1986-02-28|Cienfuegos
1074|Eduardo|1985-04-20|Cienfuegos
1074|Francisco|1986-04-20|Cienfuegos
1074|Luis|1983-09-29|Cienfuegos
1074|Celia|1986-04-14|Cienfuegos
1074|Carlos|1985-01-13|Cienfuegos
1067|Gabriel|1983-10-04|Barranquilla
1067|Gabriel|1984-01-12|Barranquilla
1067|Gabriel|1989-06-14|Barranquilla
1067|Mario|1989-10-28|Barranquilla
1067|Jaime|1984-12-21|Barranquilla
1067|Alberto|1981-11-28|Barranquilla
1067|Carlos|1989-12-20|Barranquilla
1067|Andres|1987-01-09|Barranquilla
1067|Camilo|1989-05-13|Barranquilla
618|Hans|1983-09-29|Reutlingen
618|Kurt|1980-12-21|Reutlingen
618|Kurt|1987-02-27|Reutlingen
618|Walter|1982-05-04|Reutlingen
618|Franz|1989-12-25|Reutlingen
618|Ludwig|1982-02-24|Reutlingen
618|Franz|1984-09-19|Reutlingen
618|Werner|1989-06-11|Reutlingen
618|Heinz|1984-07-19|Reutlingen
618|Otto|1981-03-08|Reutlingen
522|Stephen|1981-06-20|Ma_Liu_Shui
522|Alan|1984-09-11|Ma_Liu_Shui
522|William|1983-02-02|Ma_Liu_Shui
522|Lawrence|1980-05-18|Ma_Liu_Shui
522|Teresa|1985-06-22|Ma_Liu_Shui
522|Albert|1984-08-04|Ma_Liu_Shui
522|Stephen|1983-06-27|Ma_Liu_Shui
522|Stephen|1985-01-15|Ma_Liu_Shui
1342|Min-Jung|1987-08-19|Incheon
1342|Jae-Jin|1986-09-20|Incheon
1342|Seung-Hoon|1983-05-21|Incheon
1342|Jae-Jin|1980-04-01|Incheon
1342|Hyo-Jin|1983-08-22|Incheon
1342|Jae-Jin|1989-03-10|Incheon
1342|Seung-Hoon|1980-11-05|Incheon
1342|Seung-Won|1983-08-16|Incheon
1342|Eun-Hye|1981-08-19|Incheon
1342|Bin|1989-06-20|Incheon
1342|Ae-ra|1988-01-26|Incheon
1342|Ae-ra|1987-07-28|Incheon
1342|Seung-Hoon|1987-09-30|Incheon
1342|Bo-seok|1987-02-05|Incheon
1342|Choi|1981-05-28|Incheon
1342|Am|1983-04-20|Incheon
1342|Min-Jung|1988-08-03|Incheon
1232|Yitzhak|1988-04-21|Ifrane
1232|Yosef|1987-06-20|Ifrane
1232|Daniel|1984-10-22|Ifrane
1232|Amine|1984-06-04|Ifrane
1232|Uri|1988-03-05|Ifrane
1232|Khalid|1989-04-21|Ifrane
1232|Shlomo|1982-12-09|Ifrane
1232|Mordechai|1983-07-07|Ifrane
1232|Rafik|1988-04-07|Ifrane
140|Arun|1989-12-06|Bikaner
140|Rahul|1984-06-14|Bikaner
140|Rahul|1985-09-18|Bikaner
140|Arun|1981-08-30|Bikaner
140|Arun|1983-09-23|Bikaner
140|A.|1983-10-24|Bikaner
140|John|1984-05-01|Bikaner
140|Amit|1982-02-18|Bikaner
140|Shweta|1981-05-22|Bikaner
1209|James|1984-05-18|Nilai
1209|Abby|1986-07-07|Nilai
1209|Mohamed|1986-11-30|Nilai
1209|Victor|1983-10-20|Nilai
1209|James|1986-09-19|Nilai
1209|Abdul Rashid|1981-09-20|Nilai
1209|Angelica|1988-02-02|Nilai
1209|Joe|1985-03-27|Nilai
1209|Abdullah|1985-01-23|Nilai
1209|Angelica|1980-05-05|Nilai
1209|Abby|1986-01-09|Nilai
1209|Angelica|1986-01-23|Nilai
655|Taufik|1981-05-09|Medan
655|Benedictus|1986-06-30|Medan
655|Bibit|1981-05-11|Medan
655|Anang|1988-01-28|Medan
655|Agustiar|1984-10-01|Medan
655|A.|1982-11-15|Medan
655|Bibit|1985-10-03|Medan
678|Akira|1980-12-02|Shibuya
678|Jun|1989-04-12|Shibuya
678|Takeshi|1983-05-23|Shibuya
678|Masaki|1985-05-18|Shibuya
678|Akira|1982-12-15|Shibuya
678|Kaoru|1984-12-04|Shibuya
678|Hiroshi|1983-01-11|Shibuya
678|Atsushi|1982-08-21|Shibuya
724|Manuel|1985-02-21|Tlalpan
724|Antonio|1980-12-19|Tlalpan
724|Manuel|1985-11-26|Tlalpan
724|Juan|1981-02-23|Tlalpan
724|Antonio|1987-05-08|Tlalpan
724|Eduardo|1983-01-27|Tlalpan
724|Arturo|1987-03-28|Tlalpan
724|Sergio|1985-12-27|Tlalpan
724|Jorge|1988-07-16|Tlalpan
724|Jose|1987-10-08|Tlalpan
724|Carlos|1985-03-22|Tlalpan
724|Ana|1982-08-22|Tlalpan
724|Francisco|1983-11-05|Tlalpan
724|Ricardo|1985-04-23|Tlalpan
724|Sergio|1989-01-15|Tlalpan
724|Jose|1988-07-19|Tlalpan
724|Carlos|1983-11-20|Tlalpan
334|Baoping|1989-09-17|Dingxi
334|Yang|1980-04-15|Dingxi
334|Ning|1984-02-18|Dingxi
334|Peng|1981-06-10|Dingxi
334|Ge|1989-11-18|Dingxi
334|Bingbing|1980-09-12|Dingxi
334|Zhang|1982-03-25|Dingxi
501|Zheng|1988-08-14|Chengde
501|Wei|1987-04-22|Chengde
501|Jun|1986-11-06|Chengde
501|Bing|1987-03-15|Chengde
501|Li|1989-07-25|Chengde
501|Li|1985-12-16|Chengde
501|Yang|1982-09-23|Chengde
501|Ge|1989-02-24|Chengde
501|Wei|1984-08-28|Chengde
501|Bing|1988-04-11|Chengde
580|Joao|1986-05-16|Lavras
580|Paulo|1980-05-30|Lavras
580|Mariana|1986-02-21|Lavras
580|Marcelo|1988-11-19|Lavras
580|Leandro|1981-06-02|Lavras
580|Jose|1985-12-21|Lavras
580|Leandro|1980-10-10|Lavras
580|Wilson|1984-08-18|Lavras
580|Rafael|1982-03-12|Lavras
1079|Abelardo|1989-11-13|Camagüey
1079|Jose|1989-08-26|Camagüey
1079|Mario|1987-04-22|Camagüey
1079|Ada|1988-05-02|Camagüey
940|Bich Phuong|1981-04-28|Cần_Thơ
940|Hoang Yen|1986-03-01|Cần_Thơ
940|Binh|1988-05-26|Cần_Thơ
940|Anh|1981-02-27|Cần_Thơ
940|Billinjer C|1984-08-02|Cần_Thơ
940|Chau|1988-04-20|Cần_Thơ
940|Khuc|1989-01-12|Cần_Thơ
940|Batong|1981-06-18|Cần_Thơ
940|Hoang Yen|1986-04-11|Cần_Thơ
126|Kunal|1986-02-18|Jammu
126|Vinod|1987-09-18|Jammu
126|Sanjay|1984-04-18|Jammu
126|Arun|1988-01-12|Jammu
126|K.|1986-12-26|Jammu
126|K.|1985-07-04|Jammu
126|Gayatri|1984-06-18|Jammu
126|A.|1984-02-29|Jammu
126|Naresh|1980-04-05|Jammu
126|Aditya|1982-02-13|Jammu
860|Igor|1985-10-25|Ulan-Ude
860|Ivan|1987-11-09|Ulan-Ude
860|Igor|1983-10-27|Ulan-Ude
860|Alexander|1981-04-01|Ulan-Ude
860|Leonid|1985-12-13|Ulan-Ude
860|Lev|1986-03-22|Ulan-Ude
860|Andrei|1989-03-06|Ulan-Ude
860|Kirill|1986-05-08|Ulan-Ude
860|Alexander|1986-06-10|Ulan-Ude
482|Jie|1987-11-24|Gongyi
482|Lei|1987-09-25|Gongyi
482|Fengyi|1980-05-19|Gongyi
482|Jun|1987-11-11|Gongyi
482|Bingbing|1986-01-27|Gongyi
462|Peng|1989-09-04|Fuzhou,
462|Chen|1982-08-23|Fuzhou,
462|Zhong|1985-03-26|Fuzhou,
462|Li|1986-11-05|Fuzhou,
462|Lin|1987-07-21|Fuzhou,
462|Yang|1980-02-25|Fuzhou,
462|Jun|1989-11-03|Fuzhou,
462|Ge|1986-01-08|Fuzhou,
710|Koji|1986-09-24|Kobe
710|Daisuke|1987-03-19|Kobe
710|Masahiro|1980-03-24|Kobe
710|Akira|1987-05-23|Kobe
710|Ken|1986-04-10|Kobe
710|Yuki|1989-03-29|Kobe
710|Kaori|1983-06-11|Kobe
710|Masao|1988-09-24|Kobe
710|Jun|1982-09-03|Kobe
710|Daisuke|1982-10-16|Kobe
710|Koji|1981-07-17|Kobe
710|Toshio|1982-01-22|Kobe
710|Hiroshi|1987-10-02|Kobe
362|Jun|1984-05-05|Bazhong
362|Yang|1981-04-25|Bazhong
362|Michael|1982-01-21|Bazhong
362|Ge|1989-10-08|Bazhong
362|Lei|1988-02-23|Bazhong
362|Chen|1980-05-09|Bazhong
1440|Haim|1986-11-26|Sayyan
1440|Avraham|1983-12-30|Sayyan
1440|Hayyim|1983-02-23|Sayyan
1440|Miriam|1985-08-16|Sayyan
1440|Zecharia|1989-01-03|Sayyan
1440|Aden|1989-02-11|Sayyan
1440|Hayyim|1981-02-25|Sayyan
1440|Abdulwahab|1980-07-11|Sayyan
1440|Haim|1986-07-17|Sayyan
1440|Avraham|1985-02-18|Sayyan
1440|Hussein Badreddin Al-|1988-08-17|Sayyan
1440|Zahar Omar Hamis Bin|1983-10-08|Sayyan
1440|Salim Ahmed|1987-02-27|Sayyan
1440|Avraham|1985-06-27|Sayyan
1440|Abdul-Malik|1982-03-25|Sayyan
1440|Keith|1981-02-24|Sayyan
517|Carlos Morales|1981-04-03|Santo_Domingo
517|Miguel|1983-02-10|Santo_Domingo
517|Wilson|1980-04-12|Santo_Domingo
517|Rafael|1986-09-25|Santo_Domingo
517|Alfredo|1987-06-10|Santo_Domingo
517|Amelia|1989-05-26|Santo_Domingo
517|Carlos Morales|1988-11-13|Santo_Domingo
517|Billo|1988-02-25|Santo_Domingo
959|Farhad|1987-12-25|Khost
959|Burhanuddin|1983-02-18|Khost
959|Rahim|1988-02-22|Khost
959|Abdul Rahim|1981-03-22|Khost
959|Rahim|1980-09-02|Khost
959|Djelaludin|1986-08-26|Khost
959|Abdul|1988-06-25|Khost
959|Farhad|1985-06-27|Khost
959|Farida Mahwash|1989-02-11|Khost
959|Shahla Zaland 0|1988-05-18|Khost
959|Alif|1981-01-22|Khost
470|Li|1983-04-12|Ma'anshan
470|Ge|1987-01-05|Ma'anshan
470|Yang|1981-09-05|Ma'anshan
470|Peng|1989-08-13|Ma'anshan
470|Wei|1987-07-05|Ma'anshan
470|Jie|1981-02-03|Ma'anshan
1279|Krzysztof|1982-06-01|Wrocław
1279|Artur|1980-05-10|Wrocław
1279|Piotr|1985-12-05|Wrocław
414|Chengdong|1987-02-12|Beitun
414|Wei|1987-04-22|Beitun
414|Jie|1985-04-05|Beitun
414|Hao|1982-08-03|Beitun
414|Lei|1984-01-23|Beitun
414|Bingyi|1985-06-23|Beitun
414|Chen|1981-07-01|Beitun
414|Anson|1986-11-11|Beitun
414|Bingbing|1983-05-15|Beitun
307|Abhishek|1988-06-09|Aligarh
307|John|1989-07-02|Aligarh
307|John|1984-01-04|Aligarh
307|Meera|1982-01-12|Aligarh
307|Vinod|1988-12-09|Aligarh
307|Arjun|1989-08-20|Aligarh
307|John|1981-07-20|Aligarh
307|Aditya|1985-09-09|Aligarh
307|Sanjay|1981-05-26|Aligarh
307|Abhishek|1983-03-05|Aligarh
289|Deepak|1988-08-23|Barrackpore
289|George|1980-07-27|Barrackpore
289|John|1988-03-10|Barrackpore
289|Abhishek|1987-03-21|Barrackpore
289|Shweta|1989-05-12|Barrackpore
289|Karan|1988-04-20|Barrackpore
289|A.|1987-02-20|Barrackpore
289|Anupam|1985-08-14|Barrackpore
289|Shweta|1987-08-30|Barrackpore
289|Deepak|1986-06-20|Barrackpore
289|Amit|1986-10-05|Barrackpore
350|Jie|1982-05-15|Da'an
350|Li|1980-11-24|Da'an
350|Lin|1983-11-19|Da'an
350|Jie|1988-12-30|Da'an
350|Cheng|1981-04-07|Da'an
350|Bing|1988-03-07|Da'an
350|Chen|1980-05-04|Da'an
350|Baby|1981-03-15|Da'an
350|Wei|1985-03-24|Da'an
350|Jun|1981-01-17|Da'an
350|Hao|1986-02-01|Da'an
350|Li|1983-01-06|Da'an
876|James|1987-02-14|Lubbock
876|George|1989-11-17|Lubbock
876|Michael|1989-12-16|Lubbock
876|Don|1988-07-25|Lubbock
876|Steve|1981-07-28|Lubbock
876|James|1981-04-22|Lubbock
876|Bob|1980-06-03|Lubbock
876|David|1985-10-21|Lubbock
876|Sam|1984-01-31|Lubbock
876|Joe|1983-01-11|Lubbock
876|Richard|1987-08-01|Lubbock
876|Mike|1986-07-06|Lubbock
876|James|1987-08-07|Lubbock
876|Michael|1987-04-22|Lubbock
1298|Alec|1985-01-24|Yongkang_District
1298|Bianca|1989-09-07|Yongkang_District
1298|Bianca|1984-03-26|Yongkang_District
1298|Sam|1984-06-06|Yongkang_District
1298|Yang|1986-02-24|Yongkang_District
1298|Bangguo|1985-07-01|Yongkang_District
1298|Aska|1989-08-06|Yongkang_District
1298|Dejiang|1984-11-17|Yongkang_District
1305|Ion|1984-09-13|Bucharest
1305|Mihai|1980-06-27|Bucharest
1305|Mircea|1986-03-28|Bucharest
1305|Alin|1983-10-05|Bucharest
1305|Alexandru|1985-03-10|Bucharest
1305|Constantin|1988-03-14|Bucharest
1305|Alexandru|1987-11-21|Bucharest
1305|Ion|1983-08-27|Bucharest
1305|Gheorghe|1984-08-08|Bucharest
1305|Andrei|1985-06-03|Bucharest
1305|Florin|1983-03-28|Bucharest
741|Alejandro|1982-11-23|Tijuana
741|Alfonso|1988-10-30|Tijuana
741|Sergio|1986-07-06|Tijuana
741|Antonio|1982-01-19|Tijuana
741|Carlos|1982-12-02|Tijuana
741|Manuel|1984-01-01|Tijuana
741|Jose|1988-07-06|Tijuana
741|Manuel|1981-11-06|Tijuana
